genero,idade,peso,percentual_de_gordura,imc,tipo_de_dieta,tipo_de_treino,frequencia_de_treino_semanal,nivel_de_experiencia
Masculino,26,88.2,30.3,33.2,Balanceada,Força,4,Intermediário
Masculino,56,61.1,27.2,26.44,Vegana,Yoga,2,Intermediário
Masculino,39,59.9,20.8,16.95,Baixo Carboidrato,Força,2,Intermediário
Masculino,24,55.2,17.8,17.82,Baixo Carboidrato,HIIT,3,Intermediário
Feminino,35,71.5,23.1,22.32,Cetogênica,Cardio,2,Iniciante
Masculino,20,75.4,30.6,30.21,Baixo Carboidrato,HIIT,3,Intermediário
Masculino,18,60.4,23.2,18.85,Cetogênica,Força,2,Iniciante
Masculino,57,126.5,35.0,47.6,Vegana,HIIT,2,Iniciante
Feminino,42,69.2,32.1,29.96,Baixo Carboidrato,HIIT,4,Iniciante
Masculino,34,101.6,32.6,32.82,Balanceada,Força,2,Iniciante
Masculino,19,65.3,32.3,28.26,Vegetariana,Força,2,Iniciante
Masculino,22,88.4,34.6,33.67,Vegana,Força,4,Intermediário
Feminino,41,47.1,19.9,14.87,Cetogênica,HIIT,3,Iniciante
Masculino,26,54.7,25.3,23.36,Vegana,Cardio,3,Iniciante
Masculino,42,109.7,34.4,35.42,Balanceada,Força,3,Iniciante
Feminino,42,53.1,26.1,21.01,Vegana,Yoga,2,Iniciante
Masculino,18,65.3,28.9,27.18,Baixo Carboidrato,Yoga,2,Intermediário
Masculino,42,65.6,27.3,20.94,Vegetariana,Yoga,4,Intermediário
Feminino,57,55.7,15.4,14.07,Vegetariana,Yoga,2,Intermediário
Masculino,55,84.9,31.9,31.96,Vegetariana,Força,4,Intermediário
Feminino,52,70.7,24.8,24.76,Cetogênica,Yoga,3,Iniciante
Masculino,46,74.6,29.1,31.88,Vegana,Força,3,Intermediário
Feminino,55,88.4,28.4,30.24,Cetogênica,Força,3,Intermediário
Feminino,53,53.0,18.6,17.49,Baixo Carboidrato,Cardio,2,Intermediário
Masculino,43,61.0,19.9,17.27,Cetogênica,Força,2,Iniciante
Feminino,41,46.8,19.3,14.94,Vegetariana,HIIT,2,Iniciante
Masculino,26,77.2,27.1,29.06,Vegana,HIIT,1,Iniciante
Masculino,42,53.2,21.3,17.97,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,26,127.2,35.0,42.51,Baixo Carboidrato,HIIT,3,Iniciante
Feminino,53,51.9,25.4,21.05,Paleolítica,Cardio,3,Iniciante
Masculino,38,45.1,19.1,15.97,Paleolítica,Força,3,Intermediário
Masculino,39,80.2,28.7,25.89,Balanceada,Cardio,5,Intermediário
Feminino,55,71.4,27.9,27.2,Baixo Carboidrato,Yoga,3,Iniciante
Masculino,56,88.7,30.4,30.33,Vegetariana,Yoga,4,Avançado
Feminino,45,84.2,22.1,21.05,Balanceada,Cardio,4,Intermediário
Feminino,29,68.0,23.5,22.98,Vegetariana,HIIT,4,Intermediário
Masculino,19,65.7,33.8,28.44,Vegana,HIIT,3,Iniciante
Masculino,30,84.9,22.5,22.32,Vegana,Cardio,4,Avançado
Feminino,55,45.2,18.9,15.11,Baixo Carboidrato,Força,2,Iniciante
Masculino,23,59.6,27.0,23.59,Cetogênica,Força,4,Avançado
Masculino,58,58.0,26.4,21.04,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,28,70.6,31.6,28.27,Paleolítica,Yoga,3,Iniciante
Feminino,18,70.6,27.6,27.25,Cetogênica,HIIT,2,Iniciante
Feminino,18,64.4,18.3,19.44,Vegetariana,Cardio,2,Intermediário
Feminino,42,70.2,23.1,20.08,Vegana,Força,2,Intermediário
Masculino,42,46.6,18.3,15.05,Baixo Carboidrato,Cardio,1,Iniciante
Masculino,53,82.2,32.6,31.72,Paleolítica,HIIT,5,Intermediário
Feminino,34,78.1,28.7,28.01,Baixo Carboidrato,Cardio,4,Intermediário
Feminino,31,75.3,22.2,20.23,Vegetariana,HIIT,1,Iniciante
Masculino,33,54.3,27.5,23.52,Vegetariana,Yoga,3,Iniciante
Masculino,27,76.2,24.4,19.64,Cetogênica,Cardio,1,Iniciante
Feminino,42,55.7,23.7,23.81,Balanceada,Yoga,2,Iniciante
Masculino,27,52.3,21.4,20.17,Cetogênica,Força,3,Intermediário
Feminino,24,88.4,28.1,27.6,Balanceada,Cardio,3,Avançado
Feminino,50,76.9,35.0,33.71,Vegetariana,Força,3,Iniciante
Feminino,48,87.6,29.6,28.29,Vegana,Força,5,Avançado
Feminino,54,70.5,28.3,30.51,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,50,88.8,30.4,31.48,Vegetariana,Yoga,5,Avançado
Feminino,44,124.9,35.0,36.5,Vegana,Yoga,4,Intermediário
Masculino,37,88.5,23.0,23.27,Paleolítica,Yoga,4,Avançado
Feminino,29,69.2,25.7,23.39,Vegana,HIIT,4,Iniciante
Masculino,48,93.9,34.1,32.48,Paleolítica,HIIT,2,Iniciante
Feminino,25,74.7,28.9,25.54,Baixo Carboidrato,Força,2,Intermediário
Masculino,36,59.6,20.5,20.16,Vegana,Força,5,Avançado
Feminino,43,94.7,28.1,27.98,Cetogênica,Força,4,Intermediário
Masculino,40,64.0,27.5,24.38,Baixo Carboidrato,Yoga,1,Iniciante
Masculino,51,66.2,28.3,28.63,Baixo Carboidrato,Cardio,4,Intermediário
Masculino,34,64.5,22.2,20.37,Cetogênica,Yoga,4,Intermediário
Feminino,33,68.0,23.0,22.19,Balanceada,HIIT,2,Iniciante
Feminino,39,63.4,18.4,15.86,Vegana,Força,3,Iniciante
Masculino,21,42.7,20.1,17.54,Vegetariana,Cardio,2,Intermediário
Masculino,21,44.4,18.8,15.01,Vegetariana,Cardio,4,Iniciante
Feminino,42,70.0,23.4,20.03,Cetogênica,HIIT,2,Iniciante
Feminino,41,62.5,21.6,15.94,Cetogênica,Força,3,Intermediário
Feminino,18,60.6,26.7,18.9,Paleolítica,HIIT,2,Iniciante
Masculino,35,46.7,15.9,15.41,Baixo Carboidrato,Cardio,4,Iniciante
Feminino,39,80.7,25.8,25.75,Baixo Carboidrato,HIIT,4,Avançado
Feminino,23,67.8,28.5,27.87,Balanceada,Força,3,Intermediário
Feminino,55,110.3,35.0,40.04,Balanceada,HIIT,3,Iniciante
Masculino,22,55.0,22.3,21.21,Cetogênica,Cardio,4,Intermediário
Feminino,35,79.3,33.8,29.47,Paleolítica,HIIT,3,Intermediário
Feminino,28,82.3,32.4,29.85,Cetogênica,Yoga,4,Iniciante
Feminino,44,51.0,24.6,18.75,Paleolítica,Cardio,2,Iniciante
Masculino,22,106.7,32.4,32.21,Baixo Carboidrato,HIIT,4,Intermediário
Feminino,52,61.6,22.8,21.55,Balanceada,Yoga,3,Avançado
Masculino,28,94.6,27.7,27.34,Cetogênica,HIIT,1,Iniciante
Feminino,55,75.0,28.9,25.64,Paleolítica,Cardio,4,Intermediário
Feminino,51,74.2,27.4,27.94,Vegetariana,Força,2,Intermediário
Feminino,25,71.0,30.7,31.54,Paleolítica,Força,2,Iniciante
Feminino,23,67.5,30.9,27.72,Paleolítica,Força,2,Iniciante
Feminino,25,51.5,13.9,12.88,Baixo Carboidrato,HIIT,1,Iniciante
Feminino,43,40.9,14.1,13.5,Cetogênica,Yoga,3,Intermediário
Masculino,40,54.7,25.4,22.78,Baixo Carboidrato,HIIT,3,Intermediário
Masculino,47,72.6,24.9,21.67,Paleolítica,HIIT,4,Iniciante
Masculino,40,66.5,26.6,23.27,Vegana,Cardio,2,Iniciante
Masculino,21,71.4,25.2,19.16,Paleolítica,Cardio,3,Iniciante
Masculino,22,111.0,32.5,30.11,Baixo Carboidrato,Força,3,Intermediário
Feminino,29,120.5,35.0,38.04,Balanceada,Cardio,1,Iniciante
Masculino,55,69.9,23.8,21.35,Vegana,Força,3,Intermediário
Masculino,20,96.2,32.0,32.53,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,32,77.7,28.2,27.53,Baixo Carboidrato,Yoga,2,Intermediário
Masculino,32,89.5,27.5,24.28,Vegana,Força,3,Intermediário
Masculino,52,48.1,21.8,20.26,Balanceada,Yoga,3,Iniciante
Feminino,59,126.1,35.0,44.15,Vegana,Cardio,3,Iniciante
Masculino,50,55.6,27.9,24.73,Vegetariana,Cardio,3,Iniciante
Feminino,35,58.8,20.5,19.21,Vegetariana,Yoga,2,Iniciante
Feminino,39,63.1,22.1,21.58,Balanceada,Yoga,4,Intermediário
Feminino,48,81.9,26.1,24.2,Baixo Carboidrato,HIIT,4,Iniciante
Feminino,25,54.6,22.4,20.04,Vegana,Força,4,Iniciante
Feminino,32,39.9,19.2,15.01,Balanceada,Yoga,3,Iniciante
Feminino,25,95.3,25.5,26.39,Paleolítica,HIIT,4,Iniciante
Feminino,33,56.9,24.5,23.98,Vegana,Cardio,2,Iniciante
Masculino,35,87.4,28.9,29.89,Paleolítica,HIIT,4,Intermediário
Feminino,21,96.8,32.3,32.71,Cetogênica,HIIT,3,Iniciante
Feminino,25,59.0,25.0,25.88,Paleolítica,Cardio,4,Intermediário
Feminino,19,123.9,35.0,37.4,Paleolítica,HIIT,3,Intermediário
Masculino,41,71.4,23.7,18.59,Cetogênica,HIIT,1,Iniciante
Masculino,54,130.6,35.0,43.62,Vegana,Yoga,3,Iniciante
Feminino,40,88.1,24.0,25.2,Baixo Carboidrato,Força,4,Avançado
Feminino,26,75.6,26.6,24.42,Balanceada,Yoga,3,Iniciante
Feminino,27,78.6,32.0,29.59,Cetogênica,HIIT,3,Intermediário
Feminino,18,58.8,21.6,18.77,Balanceada,Cardio,1,Iniciante
Masculino,52,59.5,22.6,20.34,Paleolítica,Yoga,2,Iniciante
Feminino,40,71.6,23.2,21.39,Baixo Carboidrato,Força,2,Intermediário
Masculino,54,58.2,25.8,23.03,Cetogênica,Yoga,2,Iniciante
Feminino,23,59.4,25.5,26.04,Paleolítica,Yoga,1,Iniciante
Feminino,32,104.3,35.0,37.4,Vegetariana,Cardio,3,Iniciante
Feminino,19,123.6,33.0,36.92,Baixo Carboidrato,HIIT,2,Intermediário
Masculino,28,72.0,30.3,29.96,Cetogênica,Força,4,Iniciante
Feminino,19,70.7,23.2,24.74,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,53,64.0,25.9,26.63,Vegetariana,Yoga,4,Avançado
Feminino,38,71.4,24.3,22.8,Vegana,Cardio,1,Iniciante
Masculino,38,58.3,22.5,19.71,Vegetariana,Força,3,Intermediário
Masculino,22,57.8,23.2,19.55,Balanceada,Força,2,Iniciante
Feminino,45,60.4,21.9,20.67,Balanceada,Yoga,3,Avançado
Feminino,55,107.6,35.0,35.96,Paleolítica,Força,3,Intermediário
Feminino,42,95.5,27.9,30.49,Cetogênica,Cardio,3,Iniciante
Masculino,25,44.7,21.0,17.45,Balanceada,Força,2,Iniciante
Masculino,21,81.1,23.1,22.45,Baixo Carboidrato,HIIT,4,Avançado
Masculino,41,83.0,30.6,30.13,Cetogênica,Cardio,4,Avançado
Masculino,23,59.4,27.8,26.39,Paleolítica,HIIT,3,Intermediário
Feminino,39,59.4,21.6,17.73,Cetogênica,Cardio,3,Intermediário
Feminino,37,40.8,21.1,12.75,Cetogênica,Força,2,Iniciante
Masculino,32,105.4,35.0,37.79,Balanceada,Cardio,3,Iniciante
Feminino,41,46.5,16.4,14.85,Vegetariana,HIIT,2,Iniciante
Masculino,35,87.2,30.1,29.83,Cetogênica,Força,5,Avançado
Masculino,51,57.5,27.9,23.62,Paleolítica,HIIT,3,Avançado
Masculino,56,90.6,35.0,34.94,Vegana,Cardio,2,Intermediário
Masculino,49,41.3,23.0,17.89,Baixo Carboidrato,Cardio,2,Iniciante
Feminino,59,84.7,28.7,30.37,Vegana,Força,5,Avançado
Feminino,56,68.2,31.3,28.0,Balanceada,HIIT,3,Intermediário
Masculino,27,109.1,35.0,34.06,Vegana,Cardio,3,Iniciante
Feminino,40,81.4,27.6,26.28,Vegana,HIIT,4,Avançado
Feminino,21,59.6,23.1,20.61,Balanceada,Yoga,5,Intermediário
Masculino,30,61.9,20.4,19.98,Vegetariana,Cardio,3,Avançado
Masculino,47,80.4,27.7,25.67,Balanceada,HIIT,3,Intermediário
Masculino,54,58.7,23.2,23.23,Cetogênica,Yoga,1,Iniciante
Masculino,51,57.9,21.9,18.47,Baixo Carboidrato,Cardio,4,Intermediário
Masculino,24,52.4,20.6,18.15,Vegana,Força,2,Iniciante
Feminino,39,63.6,28.7,26.15,Cetogênica,Força,1,Iniciante
Masculino,50,49.1,18.2,15.68,Cetogênica,Cardio,1,Iniciante
Feminino,36,77.4,22.1,23.36,Vegetariana,HIIT,3,Iniciante
Feminino,57,58.1,24.1,21.09,Vegetariana,Yoga,2,Iniciante
Masculino,43,82.7,24.8,24.17,Vegana,Yoga,4,Intermediário
Masculino,52,68.9,19.6,17.75,Baixo Carboidrato,Cardio,2,Intermediário
Masculino,48,71.6,27.6,26.61,Vegana,Yoga,4,Iniciante
Feminino,22,60.0,24.3,23.71,Cetogênica,HIIT,4,Intermediário
Feminino,32,68.4,25.8,24.83,Balanceada,Cardio,3,Intermediário
Feminino,22,45.4,14.6,15.33,Balanceada,HIIT,4,Intermediário
Masculino,32,46.2,21.7,20.52,Balanceada,Cardio,2,Iniciante
Feminino,39,69.9,31.0,29.09,Balanceada,HIIT,2,Iniciante
Feminino,21,86.5,30.3,24.99,Vegana,HIIT,3,Intermediário
Masculino,50,67.1,22.0,21.91,Vegana,HIIT,3,Iniciante
Masculino,39,60.8,24.2,22.34,Balanceada,HIIT,2,Iniciante
Feminino,34,92.2,32.4,29.76,Vegetariana,Yoga,3,Iniciante
Feminino,52,61.0,21.7,21.37,Cetogênica,Yoga,4,Avançado
Feminino,59,78.0,26.1,21.15,Paleolítica,Cardio,2,Iniciante
Masculino,50,56.3,26.0,22.27,Cetogênica,Força,3,Iniciante
Feminino,55,86.2,26.6,27.53,Paleolítica,HIIT,3,Intermediário
Masculino,37,48.4,22.0,17.36,Vegetariana,Cardio,1,Iniciante
Feminino,23,114.7,35.0,44.81,Vegana,Cardio,3,Iniciante
Masculino,26,70.0,29.6,22.59,Vegana,Yoga,2,Iniciante
Masculino,42,55.4,21.5,16.71,Vegana,Força,2,Iniciante
Feminino,33,113.8,29.5,28.74,Vegetariana,Cardio,1,Iniciante
Masculino,34,62.8,21.4,23.64,Baixo Carboidrato,Cardio,4,Iniciante
Feminino,52,48.0,15.6,13.86,Balanceada,Yoga,3,Iniciante
Masculino,55,68.8,24.7,24.39,Paleolítica,Cardio,2,Iniciante
Masculino,33,112.7,35.0,32.93,Balanceada,HIIT,4,Intermediário
Feminino,50,51.3,25.7,22.8,Vegana,Cardio,3,Iniciante
Masculino,54,63.0,20.7,18.2,Cetogênica,Yoga,4,Intermediário
Masculino,42,94.2,25.9,29.39,Vegetariana,Força,1,Iniciante
Masculino,40,76.6,20.7,23.92,Cetogênica,Força,3,Iniciante
Feminino,58,89.6,35.0,34.13,Vegetariana,HIIT,3,Iniciante
Masculino,20,76.2,29.2,28.01,Vegetariana,Yoga,2,Intermediário
Feminino,40,62.4,24.6,26.66,Baixo Carboidrato,Yoga,5,Avançado
Masculino,57,83.9,28.9,30.8,Vegetariana,Cardio,4,Intermediário
Masculino,49,73.0,31.8,30.37,Balanceada,Cardio,2,Iniciante
Masculino,18,66.9,24.3,21.84,Vegetariana,Cardio,2,Iniciante
Masculino,46,43.0,19.3,16.4,Vegana,Cardio,2,Iniciante
Masculino,24,87.2,30.4,28.8,Cetogênica,Cardio,4,Avançado
Feminino,18,46.2,20.8,17.4,Cetogênica,Cardio,3,Iniciante
Masculino,18,67.2,30.2,27.27,Vegetariana,Força,3,Intermediário
Masculino,39,49.7,19.8,19.19,Cetogênica,Cardio,1,Iniciante
Feminino,55,70.2,29.5,27.1,Balanceada,Cardio,3,Iniciante
Masculino,19,82.6,24.0,21.49,Baixo Carboidrato,HIIT,4,Avançado
Masculino,52,116.6,35.0,40.82,Cetogênica,Yoga,1,Iniciante
Masculino,18,67.1,25.8,21.92,Vegana,Força,1,Iniciante
Masculino,33,110.4,34.6,31.92,Paleolítica,HIIT,2,Iniciante
Masculino,25,43.0,19.6,16.38,Baixo Carboidrato,Yoga,4,Iniciante
Feminino,31,125.8,35.0,37.56,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,25,70.8,32.8,31.49,Balanceada,Yoga,2,Iniciante
Feminino,45,78.3,27.3,20.38,Vegetariana,HIIT,3,Iniciante
Masculino,58,75.2,24.0,23.73,Cetogênica,Força,3,Iniciante
Feminino,59,50.0,16.2,13.15,Cetogênica,HIIT,3,Iniciante
Masculino,50,88.0,35.0,33.51,Vegetariana,Cardio,3,Intermediário
Feminino,59,121.7,35.0,33.7,Balanceada,Cardio,3,Iniciante
Masculino,47,72.9,25.8,21.76,Balanceada,Yoga,3,Intermediário
Masculino,18,64.8,23.7,24.39,Baixo Carboidrato,Cardio,5,Avançado
Masculino,34,69.4,20.4,21.65,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,25,65.0,23.6,20.76,Paleolítica,Cardio,3,Iniciante
Masculino,45,61.0,21.9,20.87,Balanceada,HIIT,3,Avançado
Masculino,40,82.6,28.3,27.28,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,56,48.7,18.0,13.93,Vegetariana,Yoga,3,Iniciante
Masculino,55,82.6,23.0,23.62,Baixo Carboidrato,Yoga,5,Avançado
Feminino,35,110.3,34.6,35.2,Paleolítica,Força,2,Iniciante
Feminino,51,70.3,25.5,24.62,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,35,87.7,27.7,29.99,Vegana,Força,4,Avançado
Feminino,51,104.8,35.0,39.94,Paleolítica,Cardio,2,Iniciante
Feminino,38,89.0,29.7,27.76,Cetogênica,Força,5,Intermediário
Feminino,55,89.6,32.7,34.58,Paleolítica,HIIT,3,Intermediário
Masculino,42,63.0,21.6,16.06,Balanceada,Yoga,4,Intermediário
Masculino,43,83.5,25.4,21.96,Vegetariana,HIIT,4,Intermediário
Masculino,47,44.2,22.7,16.85,Vegetariana,Yoga,2,Iniciante
Masculino,23,61.0,22.6,23.24,Baixo Carboidrato,Força,5,Intermediário
Feminino,57,46.6,20.1,16.7,Vegana,Yoga,4,Iniciante
Feminino,59,54.0,19.2,17.64,Paleolítica,HIIT,4,Intermediário
Feminino,41,85.4,23.7,26.07,Balanceada,Yoga,4,Intermediário
Feminino,45,45.3,18.2,14.47,Cetogênica,Yoga,3,Intermediário
Feminino,50,45.8,16.3,16.41,Vegetariana,Cardio,4,Iniciante
Feminino,56,55.5,21.2,15.05,Paleolítica,Força,3,Iniciante
Feminino,44,46.5,14.7,14.51,Paleolítica,Força,2,Intermediário
Masculino,49,80.0,24.7,25.54,Balanceada,Yoga,4,Avançado
Masculino,29,121.8,30.2,30.44,Vegana,Cardio,4,Intermediário
Feminino,38,63.9,22.9,21.84,Vegetariana,HIIT,3,Intermediário
Feminino,52,105.5,35.0,40.18,Baixo Carboidrato,Força,2,Iniciante
Masculino,18,82.2,24.4,24.29,Paleolítica,Força,5,Avançado
Feminino,32,55.9,26.2,21.55,Baixo Carboidrato,Força,4,Avançado
Feminino,41,64.9,32.3,26.33,Cetogênica,Força,3,Iniciante
Feminino,40,83.0,25.7,25.9,Balanceada,Cardio,4,Intermediário
Feminino,44,66.2,23.2,20.42,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,37,73.0,22.7,23.84,Vegana,Força,2,Iniciante
Feminino,33,78.3,23.7,26.77,Balanceada,Cardio,3,Iniciante
Feminino,41,61.8,20.1,22.97,Paleolítica,Cardio,3,Intermediário
Masculino,55,117.5,35.0,32.55,Paleolítica,Yoga,2,Iniciante
Feminino,38,61.8,21.4,16.09,Vegana,Yoga,3,Iniciante
Feminino,23,67.7,27.2,26.12,Balanceada,Yoga,2,Iniciante
Masculino,24,88.5,29.2,27.62,Vegetariana,Força,4,Avançado
Masculino,29,100.0,35.0,35.42,Balanceada,Cardio,4,Iniciante
Feminino,57,51.5,24.4,19.4,Vegetariana,Yoga,4,Iniciante
Feminino,30,77.7,26.6,26.56,Paleolítica,HIIT,3,Intermediário
Masculino,18,73.2,26.4,23.89,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,41,51.4,21.2,15.87,Vegetariana,Força,4,Intermediário
Masculino,39,59.9,19.5,16.96,Balanceada,Força,2,Intermediário
Feminino,33,68.0,28.6,30.21,Vegetariana,Força,4,Iniciante
Feminino,19,124.9,35.0,37.7,Vegana,Força,2,Iniciante
Masculino,33,78.0,29.5,26.66,Cetogênica,HIIT,3,Iniciante
Masculino,47,66.0,25.7,22.58,Paleolítica,Cardio,3,Iniciante
Masculino,55,64.1,21.1,22.45,Baixo Carboidrato,Força,4,Avançado
Masculino,49,52.1,17.8,15.38,Cetogênica,Cardio,4,Iniciante
Masculino,55,58.8,21.6,20.83,Baixo Carboidrato,Cardio,5,Avançado
Masculino,58,74.7,28.8,26.16,Vegana,Cardio,4,Intermediário
Masculino,39,56.2,29.6,21.96,Vegana,HIIT,2,Iniciante
Feminino,46,57.1,26.1,22.3,Balanceada,Yoga,2,Iniciante
Masculino,46,49.9,20.8,17.46,Paleolítica,Força,3,Iniciante
Feminino,30,79.7,35.0,33.62,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,52,70.7,22.4,23.89,Vegetariana,Força,2,Intermediário
Masculino,54,73.2,25.3,23.11,Paleolítica,HIIT,1,Iniciante
Feminino,33,64.3,25.2,24.8,Vegana,HIIT,5,Avançado
Feminino,35,57.9,21.9,18.48,Baixo Carboidrato,Cardio,3,Avançado
Feminino,30,78.4,27.4,25.02,Balanceada,Cardio,3,Iniciante
Feminino,30,59.4,21.4,22.37,Vegetariana,Cardio,4,Intermediário
Feminino,19,72.9,25.7,23.8,Baixo Carboidrato,Yoga,4,Iniciante
Masculino,41,62.3,21.1,19.45,Vegetariana,HIIT,4,Avançado
Masculino,35,56.8,25.3,21.13,Baixo Carboidrato,HIIT,4,Iniciante
Feminino,31,77.4,27.6,26.48,Balanceada,Yoga,4,Iniciante
Masculino,32,64.4,23.8,24.54,Baixo Carboidrato,Cardio,1,Iniciante
Masculino,25,56.7,22.9,20.09,Vegana,Yoga,2,Iniciante
Masculino,33,40.6,21.0,15.3,Baixo Carboidrato,HIIT,4,Iniciante
Feminino,38,123.0,35.0,46.89,Vegetariana,HIIT,4,Iniciante
Masculino,48,69.9,26.6,26.62,Baixo Carboidrato,Cardio,4,Intermediário
Masculino,33,101.2,34.8,34.62,Paleolítica,Yoga,2,Iniciante
Feminino,56,40.7,15.4,12.57,Vegana,Yoga,3,Intermediário
Masculino,33,74.1,30.1,30.07,Paleolítica,Força,2,Iniciante
Masculino,29,77.9,24.1,24.87,Paleolítica,HIIT,4,Intermediário
Masculino,51,117.0,35.0,40.98,Baixo Carboidrato,HIIT,1,Iniciante
Feminino,51,68.6,30.8,25.83,Cetogênica,Força,2,Iniciante
Feminino,45,94.4,29.8,28.49,Vegana,HIIT,2,Intermediário
Masculino,33,64.8,23.5,20.44,Vegetariana,HIIT,4,Intermediário
Feminino,46,81.6,28.8,24.38,Cetogênica,HIIT,4,Intermediário
Feminino,48,115.3,31.6,33.34,Vegetariana,Yoga,2,Iniciante
Masculino,46,108.9,35.0,40.48,Vegana,HIIT,2,Iniciante
Feminino,55,40.5,15.7,12.49,Cetogênica,Yoga,4,Iniciante
Masculino,54,42.6,22.9,14.93,Paleolítica,Força,1,Iniciante
Feminino,43,56.0,22.4,17.47,Balanceada,Cardio,4,Intermediário
Feminino,47,84.9,27.3,24.54,Vegetariana,Força,5,Intermediário
Masculino,18,64.8,23.8,27.68,Cetogênica,Força,5,Intermediário
Feminino,53,116.3,35.0,44.33,Paleolítica,Força,4,Intermediário
Feminino,33,67.8,25.8,24.03,Vegetariana,Cardio,1,Iniciante
Feminino,27,108.2,34.3,33.78,Cetogênica,Cardio,3,Iniciante
Feminino,48,43.7,21.4,16.06,Vegana,Cardio,3,Intermediário
Feminino,31,53.1,19.9,17.15,Baixo Carboidrato,HIIT,3,Intermediário
Masculino,43,82.5,24.2,24.11,Cetogênica,Cardio,4,Intermediário
Masculino,42,81.0,28.6,25.55,Vegana,Força,4,Avançado
Feminino,35,44.2,16.5,16.84,Vegetariana,Cardio,2,Iniciante
Masculino,45,40.8,19.3,16.36,Cetogênica,HIIT,1,Iniciante
Masculino,36,57.5,22.8,21.37,Paleolítica,Yoga,3,Intermediário
Feminino,48,114.9,31.4,31.5,Balanceada,Cardio,1,Iniciante
Feminino,55,67.8,28.0,27.14,Vegetariana,Yoga,1,Iniciante
Feminino,37,70.8,24.7,22.58,Paleolítica,Yoga,1,Iniciante
Masculino,22,107.9,35.0,35.65,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,29,121.2,34.6,34.67,Paleolítica,Yoga,4,Intermediário
Feminino,52,67.8,26.0,28.23,Baixo Carboidrato,Força,3,Intermediário
Masculino,52,44.2,21.4,16.85,Cetogênica,Yoga,3,Iniciante
Feminino,37,70.6,25.9,26.26,Vegana,Cardio,3,Iniciante
Feminino,50,48.6,21.6,15.69,Balanceada,Yoga,2,Iniciante
Feminino,34,63.7,21.3,21.04,Baixo Carboidrato,Yoga,4,Iniciante
Masculino,21,71.3,25.4,22.75,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,28,80.6,23.9,20.55,Balanceada,Yoga,5,Intermediário
Feminino,45,103.2,34.0,32.95,Baixo Carboidrato,HIIT,1,Iniciante
Feminino,41,82.0,23.2,23.46,Vegana,Cardio,4,Avançado
Masculino,48,61.1,19.4,17.48,Baixo Carboidrato,HIIT,4,Iniciante
Masculino,33,68.0,22.8,24.1,Paleolítica,HIIT,2,Iniciante
Masculino,25,66.8,26.7,25.75,Balanceada,Cardio,2,Iniciante
Masculino,38,81.9,24.5,28.34,Balanceada,Yoga,5,Avançado
Masculino,42,50.2,24.9,18.68,Balanceada,HIIT,2,Iniciante
Feminino,19,46.7,18.3,17.56,Vegetariana,HIIT,4,Intermediário
Feminino,28,86.8,31.4,31.87,Vegetariana,Força,4,Avançado
Masculino,52,85.6,24.0,26.41,Vegetariana,Yoga,4,Intermediário
Feminino,18,61.0,22.4,19.05,Vegetariana,Yoga,2,Iniciante
Masculino,42,57.6,22.0,17.97,Baixo Carboidrato,Força,4,Intermediário
Masculino,34,58.8,25.0,22.41,Baixo Carboidrato,Cardio,4,Iniciante
Feminino,35,57.6,18.8,18.4,Cetogênica,Cardio,3,Avançado
Masculino,47,45.8,16.2,12.29,Balanceada,HIIT,2,Intermediário
Masculino,33,78.8,30.6,28.59,Vegetariana,Força,4,Iniciante
Masculino,44,51.9,17.2,15.16,Cetogênica,Força,3,Iniciante
Masculino,52,104.8,27.3,26.47,Paleolítica,Cardio,2,Iniciante
Feminino,21,88.3,34.8,33.64,Paleolítica,Yoga,4,Avançado
Feminino,47,45.8,13.0,12.3,Paleolítica,Força,3,Iniciante
Feminino,49,42.6,22.5,18.21,Vegetariana,Força,4,Intermediário
Feminino,19,111.1,26.7,30.45,Vegetariana,Yoga,2,Iniciante
Feminino,31,60.2,21.0,19.22,Baixo Carboidrato,HIIT,3,Avançado
Masculino,19,76.0,28.1,23.98,Balanceada,Cardio,3,Iniciante
Masculino,28,79.2,31.1,31.33,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,45,54.0,19.0,18.25,Cetogênica,Yoga,2,Iniciante
Masculino,25,53.7,27.5,22.94,Vegana,HIIT,3,Iniciante
Feminino,36,54.4,26.1,22.09,Vegana,Cardio,3,Iniciante
Feminino,37,88.4,29.4,27.59,Balanceada,Cardio,5,Avançado
Masculino,18,63.8,23.0,25.24,Vegetariana,Yoga,3,Intermediário
Masculino,40,82.6,27.8,29.98,Vegetariana,HIIT,4,Avançado
