genero,idade,peso,percentual_de_gordura,imc,classificacao_imc,tipo_de_dieta,tipo_de_treino,frequencia_de_treino_semanal,nivel_de_experiencia
Masculino,52,72.9,26.2,23.54,Peso Normal,Cetogênica,Cardio,2,Intermediário
Feminino,26,64.4,32.0,28.64,Sobrepeso,Cetogênica,Força,4,Avançado
Masculino,26,86.1,27.9,30.52,Obesidade Grau I,Baixo Carboidrato,Yoga,5,Avançado
Masculino,53,105.7,31.3,31.21,Obesidade Grau I,Cetogênica,HIIT,3,Iniciante
Feminino,19,99.6,35.0,34.48,Obesidade Grau I,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,24,87.8,30.7,28.99,Sobrepeso,Cetogênica,Yoga,3,Avançado
Feminino,36,96.0,31.2,27.76,Sobrepeso,Vegana,HIIT,3,Iniciante
Masculino,37,91.2,29.2,29.13,Sobrepeso,Paleolítica,Cardio,2,Iniciante
Masculino,40,72.9,19.0,19.38,Peso Normal,Vegetariana,HIIT,2,Iniciante
Masculino,33,66.8,27.1,23.38,Peso Normal,Balanceada,Cardio,2,Iniciante
Feminino,45,47.7,21.6,16.11,Abaixo do Peso,Vegetariana,Força,3,Iniciante
Masculino,51,63.9,24.7,24.34,Peso Normal,Vegana,HIIT,3,Iniciante
Feminino,42,97.9,25.9,26.83,Sobrepeso,Paleolítica,Yoga,2,Iniciante
Feminino,56,107.5,32.4,35.93,Obesidade Grau II,Cetogênica,Força,2,Intermediário
Feminino,36,55.9,26.3,22.67,Peso Normal,Vegetariana,Cardio,2,Iniciante
Feminino,56,130.0,33.0,34.2,Obesidade Grau I,Vegetariana,Yoga,1,Iniciante
Feminino,23,51.9,25.1,21.06,Peso Normal,Balanceada,HIIT,1,Iniciante
Masculino,56,82.7,30.4,28.96,Sobrepeso,Baixo Carboidrato,Cardio,4,Intermediário
Feminino,34,75.3,31.6,29.4,Sobrepeso,Balanceada,Yoga,2,Iniciante
Masculino,57,82.9,29.2,29.03,Sobrepeso,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,26,76.8,29.8,26.59,Sobrepeso,Paleolítica,Yoga,3,Iniciante
Masculino,47,50.4,21.2,17.64,Abaixo do Peso,Balanceada,Cardio,3,Intermediário
Feminino,31,83.6,29.3,27.61,Sobrepeso,Vegetariana,Força,3,Iniciante
Masculino,57,78.2,27.5,29.79,Sobrepeso,Vegetariana,Cardio,3,Intermediário
Masculino,22,71.0,30.6,23.99,Peso Normal,Baixo Carboidrato,Força,1,Iniciante
Masculino,26,71.2,31.0,31.66,Obesidade Grau I,Vegana,Cardio,1,Iniciante
Feminino,40,64.4,22.8,22.03,Peso Normal,Cetogênica,HIIT,2,Iniciante
Feminino,29,91.1,29.3,23.0,Peso Normal,Vegana,Força,2,Intermediário
Feminino,45,52.8,22.8,15.42,Abaixo do Peso,Vegana,HIIT,3,Iniciante
Masculino,25,81.7,24.9,21.5,Peso Normal,Vegetariana,Força,3,Avançado
Feminino,26,112.2,32.3,31.09,Obesidade Grau I,Baixo Carboidrato,Cardio,2,Iniciante
Feminino,31,53.6,20.2,17.3,Abaixo do Peso,Vegetariana,Força,3,Intermediário
Masculino,37,81.7,30.9,27.93,Sobrepeso,Balanceada,Força,5,Avançado
Feminino,51,70.6,26.0,24.71,Peso Normal,Vegetariana,Força,3,Iniciante
Feminino,52,65.0,22.8,21.48,Peso Normal,Vegetariana,Força,4,Iniciante
Masculino,55,79.6,28.3,28.9,Sobrepeso,Baixo Carboidrato,Força,1,Iniciante
Feminino,40,65.3,28.1,26.48,Sobrepeso,Vegana,Yoga,3,Iniciante
Masculino,48,61.2,22.1,17.51,Abaixo do Peso,Balanceada,HIIT,4,Iniciante
Feminino,22,41.1,18.8,16.46,Abaixo do Peso,Vegana,Yoga,3,Iniciante
Feminino,20,88.2,35.0,34.46,Obesidade Grau I,Paleolítica,Yoga,3,Avançado
Masculino,51,63.5,18.5,19.61,Peso Normal,Vegetariana,Força,4,Iniciante
Feminino,30,61.4,23.8,19.81,Peso Normal,Baixo Carboidrato,Força,4,Avançado
Masculino,41,62.8,20.5,19.59,Peso Normal,Cetogênica,HIIT,4,Avançado
Feminino,53,78.7,31.9,28.57,Sobrepeso,Baixo Carboidrato,HIIT,2,Intermediário
Masculino,44,65.6,23.8,20.25,Peso Normal,Baixo Carboidrato,Força,1,Iniciante
Masculino,43,73.2,23.1,20.71,Peso Normal,Paleolítica,Força,2,Iniciante
Masculino,56,127.5,35.0,47.99,Obesidade Grau III,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,49,70.1,27.1,26.71,Sobrepeso,Cetogênica,Força,4,Intermediário
Feminino,42,59.9,23.5,19.77,Peso Normal,Balanceada,Força,5,Avançado
Feminino,37,61.4,16.5,15.83,Abaixo do Peso,Baixo Carboidrato,Força,3,Iniciante
Masculino,31,74.9,19.6,20.11,Peso Normal,Baixo Carboidrato,Cardio,1,Iniciante
Feminino,44,82.4,23.2,25.71,Sobrepeso,Vegetariana,HIIT,4,Avançado
Masculino,48,86.7,29.1,27.99,Sobrepeso,Vegetariana,Cardio,5,Avançado
Feminino,56,40.4,13.9,12.46,Abaixo do Peso,Balanceada,Cardio,4,Intermediário
Feminino,32,102.5,35.0,33.48,Obesidade Grau I,Cetogênica,Yoga,3,Intermediário
Masculino,24,62.9,23.9,23.11,Peso Normal,Vegetariana,Força,3,Iniciante
Masculino,36,48.0,17.5,15.87,Abaixo do Peso,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,19,124.4,34.5,37.57,Obesidade Grau II,Vegana,Cardio,2,Intermediário
Feminino,47,85.0,24.9,24.56,Peso Normal,Baixo Carboidrato,HIIT,4,Avançado
Masculino,58,65.7,21.1,21.46,Peso Normal,Baixo Carboidrato,Cardio,2,Iniciante
Feminino,34,58.4,25.2,21.19,Peso Normal,Cetogênica,Cardio,3,Iniciante
Masculino,28,55.9,32.3,24.83,Peso Normal,Paleolítica,Cardio,5,Avançado
Masculino,51,70.8,30.3,29.48,Sobrepeso,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,51,80.0,33.6,35.08,Obesidade Grau II,Paleolítica,Cardio,2,Iniciante
Feminino,36,124.3,35.0,40.13,Obesidade Grau III,Vegana,Cardio,1,Iniciante
Feminino,45,57.8,24.4,24.07,Peso Normal,Paleolítica,HIIT,4,Avançado
Masculino,39,63.4,29.2,27.09,Sobrepeso,Vegana,Yoga,4,Avançado
Masculino,51,77.6,35.0,31.07,Obesidade Grau I,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,47,58.7,21.3,18.33,Abaixo do Peso,Paleolítica,Cardio,3,Iniciante
Feminino,19,101.3,30.6,27.76,Sobrepeso,Cetogênica,Yoga,3,Intermediário
Masculino,38,45.2,19.6,16.01,Abaixo do Peso,Paleolítica,Força,3,Iniciante
Masculino,48,81.3,23.0,24.01,Peso Normal,Baixo Carboidrato,Cardio,4,Iniciante
Masculino,31,75.2,22.6,20.19,Peso Normal,Vegana,HIIT,1,Iniciante
Feminino,22,44.7,22.1,17.02,Abaixo do Peso,Balanceada,Força,2,Iniciante
Masculino,19,120.3,35.0,40.2,Obesidade Grau III,Cetogênica,Força,2,Intermediário
Feminino,53,71.7,27.1,22.63,Peso Normal,Paleolítica,HIIT,2,Iniciante
Feminino,24,66.6,24.4,25.69,Sobrepeso,Vegana,Yoga,1,Iniciante
Feminino,56,43.7,17.7,14.26,Abaixo do Peso,Vegana,Força,1,Iniciante
Feminino,41,45.9,21.9,17.91,Abaixo do Peso,Vegetariana,Yoga,2,Iniciante
Feminino,45,89.6,27.3,27.35,Sobrepeso,Vegana,HIIT,5,Avançado
Masculino,31,57.6,24.5,23.69,Peso Normal,Baixo Carboidrato,Cardio,5,Avançado
Masculino,54,63.4,22.2,21.92,Peso Normal,Balanceada,Yoga,3,Iniciante
Feminino,54,67.2,28.4,22.21,Peso Normal,Vegetariana,Yoga,2,Iniciante
Feminino,46,40.6,17.5,13.12,Abaixo do Peso,Vegetariana,Yoga,2,Iniciante
Masculino,34,63.4,25.1,20.95,Peso Normal,Vegana,HIIT,3,Iniciante
Masculino,58,85.5,30.4,30.64,Obesidade Grau I,Paleolítica,Yoga,5,Intermediário
Masculino,24,47.3,18.2,16.19,Abaixo do Peso,Vegana,Força,2,Iniciante
Feminino,39,57.2,20.6,19.58,Peso Normal,Vegana,Força,5,Avançado
Feminino,22,84.0,23.4,21.2,Peso Normal,Vegetariana,Yoga,4,Intermediário
Masculino,52,60.8,22.6,21.56,Peso Normal,Vegana,Yoga,3,Intermediário
Feminino,44,46.5,18.9,14.51,Abaixo do Peso,Paleolítica,Força,2,Intermediário
Feminino,51,63.4,23.2,19.56,Peso Normal,Balanceada,Força,4,Intermediário
Masculino,58,76.0,27.8,24.25,Peso Normal,Balanceada,Força,2,Iniciante
Masculino,45,74.1,25.4,24.48,Peso Normal,Vegetariana,HIIT,4,Iniciante
Feminino,21,117.7,35.0,41.71,Obesidade Grau III,Paleolítica,Yoga,2,Intermediário
Masculino,40,65.8,23.5,23.05,Peso Normal,Vegana,Cardio,2,Iniciante
Feminino,30,48.6,19.3,21.33,Peso Normal,Vegetariana,Yoga,2,Iniciante
Masculino,56,69.8,30.1,24.71,Peso Normal,Vegetariana,Yoga,2,Iniciante
Feminino,22,71.5,24.1,27.24,Sobrepeso,Cetogênica,Yoga,1,Iniciante
Feminino,48,45.1,22.5,14.9,Abaixo do Peso,Vegetariana,Yoga,3,Intermediário
Feminino,35,58.7,22.8,19.18,Peso Normal,Vegana,Força,3,Iniciante
Masculino,32,77.9,29.7,26.65,Sobrepeso,Paleolítica,Força,2,Iniciante
Feminino,48,44.8,20.0,14.79,Abaixo do Peso,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,43,55.7,20.6,16.82,Abaixo do Peso,Vegana,Cardio,3,Iniciante
Masculino,58,56.0,24.2,19.38,Peso Normal,Baixo Carboidrato,Cardio,1,Iniciante
Masculino,22,116.9,35.0,36.48,Obesidade Grau II,Vegetariana,Cardio,3,Intermediário
Masculino,57,52.0,21.1,21.11,Peso Normal,Cetogênica,Força,3,Intermediário
Masculino,59,96.1,32.7,32.86,Obesidade Grau I,Paleolítica,HIIT,2,Iniciante
Masculino,47,73.4,24.5,22.65,Peso Normal,Cetogênica,Força,2,Iniciante
Masculino,55,76.0,28.1,25.39,Sobrepeso,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,57,56.2,17.1,14.19,Abaixo do Peso,Paleolítica,HIIT,3,Intermediário
Feminino,53,67.9,31.5,28.28,Sobrepeso,Cetogênica,Yoga,4,Iniciante
Feminino,56,81.0,23.6,23.4,Peso Normal,Paleolítica,Força,4,Avançado
Feminino,38,68.3,27.3,25.4,Sobrepeso,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,57,60.2,29.4,26.07,Sobrepeso,Vegana,HIIT,3,Intermediário
Masculino,18,54.8,19.7,19.41,Peso Normal,Vegetariana,HIIT,4,Iniciante
Feminino,58,89.6,30.6,30.27,Obesidade Grau I,Baixo Carboidrato,Yoga,3,Iniciante
Masculino,19,124.8,35.0,37.68,Obesidade Grau II,Vegetariana,Força,2,Intermediário
Feminino,48,43.6,19.4,16.01,Abaixo do Peso,Balanceada,HIIT,4,Intermediário
Feminino,41,43.6,20.1,13.9,Abaixo do Peso,Vegana,Yoga,3,Iniciante
Feminino,41,55.4,25.5,23.08,Peso Normal,Balanceada,HIIT,3,Iniciante
Masculino,38,47.3,20.5,15.62,Abaixo do Peso,Vegana,Cardio,3,Iniciante
Masculino,53,47.7,17.6,15.39,Abaixo do Peso,Balanceada,Força,3,Intermediário
Feminino,47,68.4,25.1,23.97,Peso Normal,Vegetariana,Força,2,Iniciante
Feminino,58,123.2,35.0,34.86,Obesidade Grau I,Baixo Carboidrato,HIIT,4,Iniciante
Feminino,35,95.2,24.1,27.5,Sobrepeso,Vegetariana,HIIT,3,Iniciante
Feminino,22,115.3,35.0,45.04,Obesidade Grau III,Vegana,Cardio,4,Intermediário
Feminino,52,66.9,29.5,23.14,Peso Normal,Vegana,HIIT,4,Iniciante
Masculino,46,73.7,24.3,22.74,Peso Normal,Vegana,Força,3,Iniciante
Feminino,33,76.1,30.8,29.74,Sobrepeso,Balanceada,Cardio,1,Iniciante
Masculino,46,66.1,28.7,22.1,Peso Normal,Balanceada,Yoga,3,Iniciante
Masculino,42,109.0,35.0,36.42,Obesidade Grau II,Vegetariana,HIIT,2,Iniciante
Masculino,20,92.1,28.4,24.48,Peso Normal,Paleolítica,HIIT,2,Intermediário
Feminino,58,44.0,17.1,17.86,Abaixo do Peso,Vegetariana,Yoga,3,Iniciante
Feminino,49,102.0,35.0,36.57,Obesidade Grau II,Baixo Carboidrato,Força,2,Iniciante
Masculino,52,71.2,28.5,28.53,Sobrepeso,Cetogênica,HIIT,3,Intermediário
Feminino,36,59.7,22.3,19.48,Peso Normal,Balanceada,Força,3,Iniciante
Masculino,24,123.1,32.5,31.09,Obesidade Grau I,Balanceada,Cardio,3,Iniciante
Feminino,21,78.2,29.8,27.05,Sobrepeso,Paleolítica,HIIT,4,Intermediário
Masculino,40,120.9,35.0,43.34,Obesidade Grau III,Vegana,Cardio,2,Iniciante
Masculino,55,50.7,19.2,17.54,Abaixo do Peso,Baixo Carboidrato,HIIT,2,Iniciante
Feminino,21,71.7,23.0,19.25,Peso Normal,Paleolítica,HIIT,4,Intermediário
Feminino,22,70.6,23.0,22.53,Peso Normal,Baixo Carboidrato,Cardio,2,Iniciante
Feminino,46,65.8,24.5,22.49,Peso Normal,Vegana,HIIT,2,Iniciante
Masculino,45,62.4,24.5,24.07,Peso Normal,Paleolítica,Yoga,4,Intermediário
Feminino,26,112.0,27.7,30.7,Obesidade Grau I,Vegana,Força,2,Iniciante
Feminino,26,62.4,25.0,24.08,Peso Normal,Paleolítica,Yoga,4,Avançado
Masculino,20,94.2,35.0,31.46,Obesidade Grau I,Vegetariana,Cardio,1,Iniciante
Masculino,21,66.9,29.1,25.81,Sobrepeso,Vegana,Yoga,3,Iniciante
Masculino,51,63.8,25.6,24.31,Peso Normal,Paleolítica,Força,4,Intermediário
Feminino,34,126.6,35.0,48.25,Obesidade Grau III,Balanceada,Yoga,4,Iniciante
Masculino,46,60.9,24.8,20.59,Peso Normal,Paleolítica,Yoga,3,Intermediário
Feminino,18,87.8,28.8,23.57,Peso Normal,Vegetariana,HIIT,4,Avançado
Masculino,56,85.9,31.1,30.06,Obesidade Grau I,Baixo Carboidrato,Yoga,4,Avançado
Feminino,42,52.9,24.1,20.92,Peso Normal,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,23,56.6,19.3,19.36,Peso Normal,Cetogênica,HIIT,3,Intermediário
Feminino,30,53.3,21.5,19.81,Peso Normal,Vegetariana,Cardio,3,Iniciante
Feminino,52,47.8,19.3,15.43,Abaixo do Peso,Balanceada,HIIT,3,Iniciante
Feminino,23,64.9,26.6,24.72,Peso Normal,Cetogênica,HIIT,2,Intermediário
Feminino,22,106.8,32.0,32.24,Obesidade Grau I,Balanceada,Força,3,Intermediário
Masculino,36,54.4,23.3,22.06,Peso Normal,Vegetariana,Força,3,Iniciante
Masculino,42,65.2,20.6,23.68,Peso Normal,Vegana,HIIT,4,Avançado
Feminino,22,102.2,29.3,30.17,Obesidade Grau I,Vegana,Força,3,Iniciante
Masculino,30,80.0,35.0,33.75,Obesidade Grau I,Balanceada,Yoga,3,Intermediário
Feminino,51,88.8,33.6,33.83,Obesidade Grau I,Balanceada,Yoga,4,Avançado
Masculino,20,74.1,32.0,29.67,Sobrepeso,Vegetariana,HIIT,3,Iniciante
Masculino,44,46.3,19.2,14.44,Abaixo do Peso,Balanceada,Cardio,2,Intermediário
Masculino,53,75.1,30.1,28.97,Sobrepeso,Paleolítica,Yoga,4,Intermediário
Masculino,27,71.1,21.5,25.48,Sobrepeso,Vegetariana,Yoga,4,Intermediário
Feminino,39,55.7,26.0,21.76,Peso Normal,Cetogênica,Yoga,2,Iniciante
Masculino,25,127.6,35.0,42.62,Obesidade Grau III,Vegana,Cardio,3,Iniciante
Masculino,50,115.4,35.0,41.37,Obesidade Grau III,Balanceada,Yoga,3,Intermediário
Feminino,45,58.2,29.1,20.14,Peso Normal,Vegana,Yoga,2,Iniciante
Masculino,28,81.1,21.3,20.69,Peso Normal,Paleolítica,HIIT,4,Intermediário
Feminino,32,73.5,24.4,23.74,Peso Normal,Vegana,Força,3,Intermediário
Masculino,26,102.2,32.2,30.51,Obesidade Grau I,Paleolítica,Yoga,3,Intermediário
Feminino,47,73.9,25.6,22.8,Peso Normal,Balanceada,Força,3,Iniciante
Feminino,34,77.9,27.5,27.94,Sobrepeso,Paleolítica,Cardio,4,Iniciante
Masculino,34,44.1,21.2,16.8,Abaixo do Peso,Cetogênica,HIIT,1,Iniciante
Masculino,18,64.6,23.0,19.49,Peso Normal,Balanceada,HIIT,3,Intermediário
Masculino,48,115.0,33.6,33.26,Obesidade Grau I,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,56,81.5,21.8,23.56,Peso Normal,Baixo Carboidrato,HIIT,5,Intermediário
Feminino,21,61.1,25.6,26.46,Sobrepeso,Balanceada,Cardio,5,Intermediário
Masculino,30,121.7,31.8,30.43,Obesidade Grau I,Vegetariana,Força,4,Intermediário
Feminino,51,77.2,30.5,30.92,Obesidade Grau I,Vegetariana,HIIT,1,Iniciante
Feminino,37,70.8,31.6,30.64,Obesidade Grau I,Balanceada,Força,4,Iniciante
Feminino,30,59.2,24.9,22.27,Peso Normal,Cetogênica,Yoga,3,Avançado
Feminino,56,39.8,15.4,12.3,Abaixo do Peso,Paleolítica,Força,3,Intermediário
Feminino,21,87.7,33.2,34.27,Obesidade Grau I,Vegana,HIIT,4,Intermediário
Masculino,24,64.7,24.5,22.93,Peso Normal,Vegetariana,HIIT,2,Iniciante
Masculino,31,63.9,24.1,23.77,Peso Normal,Vegetariana,Cardio,4,Avançado
Feminino,51,54.3,25.7,23.18,Peso Normal,Paleolítica,Força,3,Intermediário
Feminino,32,46.0,21.2,20.43,Peso Normal,Vegetariana,HIIT,2,Iniciante
Feminino,39,52.2,18.8,15.75,Abaixo do Peso,Balanceada,Força,2,Iniciante
Masculino,51,80.3,34.3,35.21,Obesidade Grau II,Paleolítica,Cardio,2,Iniciante
Masculino,52,83.0,33.3,32.03,Obesidade Grau I,Vegetariana,HIIT,4,Intermediário
Feminino,53,55.1,20.3,18.86,Peso Normal,Vegana,Cardio,2,Iniciante
Feminino,30,70.2,17.3,17.91,Abaixo do Peso,Cetogênica,Yoga,2,Iniciante
Masculino,47,39.8,15.3,12.86,Abaixo do Peso,Cetogênica,Cardio,3,Iniciante
Feminino,27,121.8,33.6,32.35,Obesidade Grau I,Vegana,Força,3,Iniciante
Feminino,57,76.2,27.4,27.31,Sobrepeso,Balanceada,HIIT,2,Intermediário
Feminino,44,60.1,29.0,26.38,Sobrepeso,Vegetariana,Força,4,Intermediário
Feminino,29,64.1,20.1,18.32,Abaixo do Peso,Cetogênica,Yoga,2,Iniciante
Masculino,35,126.8,35.0,48.3,Obesidade Grau III,Paleolítica,Cardio,3,Iniciante
Masculino,50,80.7,23.9,25.75,Sobrepeso,Cetogênica,HIIT,4,Intermediário
Masculino,21,42.8,18.1,17.6,Abaixo do Peso,Paleolítica,Cardio,2,Intermediário
Masculino,42,73.2,27.5,27.57,Sobrepeso,Paleolítica,HIIT,3,Iniciante
Masculino,33,52.1,19.9,16.44,Abaixo do Peso,Balanceada,Yoga,3,Intermediário
Masculino,43,42.8,17.3,13.52,Abaixo do Peso,Vegana,Força,3,Intermediário
Feminino,26,87.6,29.4,33.36,Obesidade Grau I,Balanceada,Força,4,Intermediário
Masculino,43,43.6,20.1,13.77,Abaixo do Peso,Balanceada,HIIT,2,Iniciante
Feminino,45,58.3,25.3,19.7,Peso Normal,Paleolítica,Cardio,4,Intermediário
Masculino,55,74.9,30.7,26.87,Sobrepeso,Baixo Carboidrato,Cardio,1,Iniciante
Feminino,32,56.6,25.6,22.98,Peso Normal,Vegana,Cardio,3,Avançado
Masculino,46,88.1,29.3,34.43,Obesidade Grau I,Vegetariana,Yoga,5,Avançado
Feminino,20,123.7,35.0,37.35,Obesidade Grau II,Vegetariana,Força,2,Iniciante
Feminino,27,128.2,35.0,37.06,Obesidade Grau II,Balanceada,Cardio,4,Intermediário
Masculino,33,78.2,29.5,27.71,Sobrepeso,Paleolítica,HIIT,3,Iniciante
Feminino,20,87.2,28.2,25.22,Sobrepeso,Balanceada,HIIT,2,Intermediário
Feminino,23,40.4,16.7,15.02,Abaixo do Peso,Vegetariana,HIIT,2,Iniciante
Masculino,40,62.6,26.2,27.08,Sobrepeso,Balanceada,HIIT,4,Intermediário
Feminino,23,52.3,25.1,21.23,Peso Normal,Paleolítica,Yoga,2,Iniciante
Masculino,53,115.9,33.5,31.45,Obesidade Grau I,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,28,58.5,18.3,14.63,Abaixo do Peso,Paleolítica,HIIT,4,Iniciante
Masculino,22,80.5,24.5,24.85,Peso Normal,Balanceada,Força,3,Intermediário
Masculino,27,52.5,25.2,20.26,Peso Normal,Baixo Carboidrato,Força,3,Intermediário
Masculino,29,70.6,29.4,29.01,Sobrepeso,Vegana,Força,4,Intermediário
Feminino,58,54.4,23.3,22.07,Peso Normal,Baixo Carboidrato,Força,2,Iniciante
Feminino,34,102.4,26.6,27.21,Sobrepeso,Paleolítica,Força,2,Iniciante
Feminino,36,121.6,31.9,32.64,Obesidade Grau I,Baixo Carboidrato,Força,3,Intermediário
Masculino,23,52.8,21.7,21.44,Peso Normal,Vegana,Yoga,1,Iniciante
Masculino,59,87.3,29.3,28.19,Sobrepeso,Vegana,Yoga,3,Iniciante
Masculino,34,53.6,25.6,23.22,Peso Normal,Paleolítica,Cardio,3,Iniciante
Feminino,18,67.5,19.6,20.84,Peso Normal,Paleolítica,HIIT,3,Iniciante
Masculino,42,58.3,23.0,20.89,Peso Normal,Vegetariana,Yoga,1,Iniciante
Feminino,51,74.2,32.6,27.92,Sobrepeso,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,30,43.2,17.0,14.11,Abaixo do Peso,Cetogênica,HIIT,3,Iniciante
Masculino,43,47.4,21.1,15.29,Abaixo do Peso,Balanceada,Força,1,Iniciante
Masculino,47,89.2,29.2,26.36,Sobrepeso,Balanceada,Yoga,2,Intermediário
Feminino,45,94.7,29.6,28.6,Sobrepeso,Paleolítica,Yoga,3,Intermediário
Masculino,47,73.3,23.7,21.88,Peso Normal,Vegana,Cardio,3,Iniciante
Feminino,22,87.9,20.9,24.09,Peso Normal,Baixo Carboidrato,Yoga,5,Avançado
Feminino,26,111.2,28.9,30.8,Obesidade Grau I,Vegetariana,Yoga,2,Iniciante
Feminino,28,62.0,25.2,24.21,Peso Normal,Balanceada,Força,2,Iniciante
Feminino,41,58.0,26.1,20.79,Peso Normal,Cetogênica,Yoga,5,Avançado
Feminino,20,76.8,29.3,29.28,Sobrepeso,Cetogênica,Yoga,3,Iniciante
Feminino,47,89.6,28.5,26.46,Sobrepeso,Balanceada,Força,3,Iniciante
Masculino,32,87.6,25.3,24.77,Peso Normal,Paleolítica,Yoga,5,Avançado
Feminino,37,48.7,22.5,17.45,Abaixo do Peso,Baixo Carboidrato,Yoga,1,Iniciante
Feminino,31,49.8,25.7,18.99,Peso Normal,Balanceada,HIIT,2,Iniciante
Feminino,23,42.5,22.1,13.86,Abaixo do Peso,Vegana,HIIT,3,Iniciante
Feminino,21,96.9,29.1,32.77,Obesidade Grau I,Balanceada,Força,3,Iniciante
Masculino,56,76.1,27.9,28.28,Sobrepeso,Baixo Carboidrato,Força,2,Iniciante
Masculino,54,75.7,26.8,25.59,Sobrepeso,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,57,123.1,35.0,34.45,Obesidade Grau I,Baixo Carboidrato,Força,3,Iniciante
Feminino,55,66.9,30.2,26.46,Sobrepeso,Baixo Carboidrato,HIIT,2,Iniciante
Feminino,51,66.2,30.6,25.87,Sobrepeso,Vegetariana,Força,4,Intermediário
Masculino,48,128.8,35.0,49.71,Obesidade Grau III,Vegetariana,Yoga,3,Intermediário
Masculino,48,81.1,25.0,24.2,Peso Normal,Balanceada,Yoga,5,Avançado
Feminino,52,65.8,25.8,21.73,Peso Normal,Vegetariana,Força,3,Intermediário
Masculino,46,58.8,22.0,20.83,Peso Normal,Cetogênica,HIIT,4,Iniciante
Masculino,51,74.5,30.4,31.03,Obesidade Grau I,Vegetariana,Yoga,1,Iniciante
Feminino,20,85.5,22.9,23.2,Peso Normal,Cetogênica,Yoga,4,Avançado
Feminino,34,74.2,31.0,30.08,Obesidade Grau I,Balanceada,HIIT,3,Iniciante
Masculino,45,45.4,18.6,14.48,Abaixo do Peso,Paleolítica,Yoga,2,Intermediário
Masculino,19,92.1,25.1,24.47,Peso Normal,Balanceada,HIIT,3,Intermediário
Masculino,59,89.5,35.0,34.11,Obesidade Grau I,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,47,73.3,30.6,29.01,Sobrepeso,Vegetariana,Yoga,2,Iniciante
Masculino,49,69.5,28.7,26.5,Sobrepeso,Paleolítica,HIIT,4,Intermediário
Feminino,21,88.2,34.7,34.46,Obesidade Grau I,Vegana,HIIT,4,Intermediário
Feminino,32,117.3,35.0,45.25,Obesidade Grau III,Vegana,HIIT,2,Intermediário
Feminino,46,84.3,24.1,21.08,Peso Normal,Cetogênica,HIIT,5,Intermediário
Masculino,54,75.5,25.8,25.51,Sobrepeso,Vegetariana,Cardio,3,Iniciante
Masculino,29,67.9,24.8,22.95,Peso Normal,Cetogênica,HIIT,4,Intermediário
Masculino,24,63.1,20.0,19.68,Peso Normal,Cetogênica,Cardio,4,Iniciante
Feminino,45,64.6,21.0,20.38,Peso Normal,Paleolítica,Cardio,3,Iniciante
Masculino,19,63.1,20.4,20.13,Peso Normal,Baixo Carboidrato,Força,4,Intermediário
Masculino,44,43.8,20.0,16.07,Abaixo do Peso,Cetogênica,Yoga,2,Iniciante
Feminino,38,61.4,27.1,22.82,Peso Normal,Vegetariana,Cardio,2,Iniciante
Masculino,46,57.6,21.1,17.96,Abaixo do Peso,Vegetariana,HIIT,3,Iniciante
Feminino,32,117.2,35.0,45.23,Obesidade Grau III,Balanceada,Cardio,3,Iniciante
Masculino,41,95.1,28.9,23.78,Peso Normal,Baixo Carboidrato,Força,2,Iniciante
Feminino,46,66.4,25.1,22.69,Peso Normal,Baixo Carboidrato,Cardio,2,Iniciante
Feminino,24,120.5,34.7,35.98,Obesidade Grau II,Balanceada,Cardio,2,Intermediário
Masculino,18,67.4,26.6,22.02,Peso Normal,Vegetariana,Yoga,2,Iniciante
Masculino,45,60.8,23.7,22.33,Peso Normal,Baixo Carboidrato,Força,4,Avançado
Feminino,26,70.5,26.9,25.58,Sobrepeso,Paleolítica,Força,2,Iniciante
Masculino,22,110.2,28.7,29.9,Sobrepeso,Paleolítica,Cardio,3,Intermediário
Feminino,32,77.5,26.8,26.52,Sobrepeso,Vegana,HIIT,3,Iniciante
Feminino,20,73.8,24.8,19.82,Peso Normal,Vegana,Cardio,3,Intermediário
Feminino,39,53.0,23.9,19.23,Peso Normal,Balanceada,Força,3,Intermediário
Feminino,46,109.0,35.0,40.54,Obesidade Grau III,Vegana,Cardio,3,Iniciante
Feminino,51,77.5,31.0,31.05,Obesidade Grau I,Paleolítica,Cardio,1,Iniciante
Feminino,30,64.4,23.2,22.29,Peso Normal,Cetogênica,HIIT,5,Avançado
Feminino,19,117.6,34.7,35.88,Obesidade Grau II,Vegana,Yoga,2,Intermediário
Feminino,50,57.6,21.7,18.38,Abaixo do Peso,Cetogênica,Cardio,4,Iniciante
